日期2,收盘,开盘,高,低,交易量,涨跌幅,日期
2015/7/23,108390,108580,108770,107910,0.03K,-0.0144,20150723
2015/7/22,109970,110820,110880,108090,0.03K,-0.0073,20150722
2015/7/21,110780,111010,111220,110200,0.06K,-0.0014,20150721
2015/7/20,110940,108680,111690,108680,0.10K,0.0153,20150720
2015/7/17,109270,109270,109270,109270,,0.0071,20150717
2015/7/16,108500,112010,112010,106810,0.02K,-0.0004,20150716
2015/7/15,108540,108500,108900,108100,0.10K,0.0022,20150715
2015/7/14,108300,108300,108500,108100,0.03K,0.0242,20150714
2015/7/13,105740,105000,106100,105000,0.05K,-0.0207,20150713
2015/7/10,107980,107000,108790,106500,0.18K,0.0215,20150710
2015/7/9,105710,103310,107670,103310,0.11K,0.0211,20150709
2015/7/8,103530,105620,105620,101810,0.27K,-0.0239,20150708
2015/7/7,106060,107900,107910,105110,0.43K,-0.0168,20150707
2015/7/6,107870,109820,109830,106950,0.10K,-0.0042,20150706
2015/7/3,108320,111100,111100,107080,0.21K,0.002,20150703
2015/7/2,108100,105610,109000,105610,0.18K,0.017,20150702
2015/7/1,106290,104010,107980,104010,0.28K,-0.0044,20150701
2015/6/30,106760,109000,109400,105740,1.38K,-0.0308,20150630
2015/6/29,110150,109100,110800,108560,1.25K,-0.0053,20150629
2015/6/26,110740,111280,111920,109800,1.70K,-0.0119,20150626
2015/6/25,112070,112820,113300,109470,1.35K,-0.0129,20150625
2015/6/24,113540,113540,114150,112500,0.99K,-0.0046,20150624
2015/6/23,114060,113360,114330,113360,0.64K,0.0048,20150623
2015/6/19,113520,113010,114450,112470,1.37K,0.011,20150619
2015/6/18,112290,112290,112600,111820,0.77K,0.0055,20150618
2015/6/17,111680,111990,112230,111210,1.02K,-0.005,20150617
2015/6/16,112240,111720,112650,111700,1.17K,-0.01,20150616
2015/6/15,113370,113410,113660,112810,1.28K,-0.0065,20150615
2015/6/12,114110,114420,114700,113520,3.15K,-0.0117,20150612
2015/6/11,115460,115490,115670,115300,1.01K,0.0023,20150611
2015/6/10,115200,115340,115550,114850,1.23K,0.0008,20150610
2015/6/9,115110,114710,115600,114710,2.20K,0.0071,20150609
2015/6/8,114300,113990,114940,113910,2.08K,-0.0024,20150608
2015/6/5,114570,114640,114980,114260,1.28K,-0.0043,20150605
2015/6/4,115070,115330,115900,114500,3.25K,-0.0113,20150604
2015/6/3,116380,116740,116800,115020,3.31K,-0.0003,20150603
2015/6/2,116410,116120,117000,115780,3.88K,0.0034,20150602
2015/6/1,116010,116090,116350,115630,4.37K,-0.0027,20150601
2015/5/29,116320,116900,116900,115680,8.98K,-0.0038,20150529
2015/5/28,116760,116010,117510,115720,15.24K,-0.0009,20150528
2015/5/27,116870,116760,117570,116200,17.86K,-0.0167,20150527
2015/5/26,118860,117600,119570,117600,18.80K,0.002,20150526
2015/5/25,118620,117170,119800,116800,25.73K,-0.0003,20150525
2015/5/22,118650,119500,119730,116900,23.98K,0.0026,20150522
2015/5/21,118340,116350,120400,115220,38.18K,0.0216,20150521
2015/5/20,115840,117690,117960,114160,27.60K,-0.0259,20150520
2015/5/19,118920,119520,119650,118070,7.57K,-0.0039,20150519
2015/5/18,119380,118690,119940,118030,11.71K,0.0018,20150518
2015/5/15,119170,119190,119680,118610,11.00K,-0.0107,20150515
2015/5/14,120460,120700,122480,117800,31.29K,-0.001,20150514
2015/5/13,120580,120800,121100,120000,10.42K,-0.0036,20150513
2015/5/12,121020,121100,121930,119690,17.24K,-0.0053,20150512
2015/5/11,121670,120890,122690,120710,13.82K,0.003,20150511
2015/5/8,121310,122700,122960,120020,22.07K,-0.0206,20150508
2015/5/7,123860,123300,125910,121500,51.60K,0.015,20150507
2015/5/6,122030,119650,123670,119500,32.67K,0.0262,20150506
2015/5/5,118920,119000,119780,118000,12.99K,0.0008,20150505
2015/5/4,118830,117360,119520,117360,8.82K,0.0125,20150504
2015/4/30,117360,116000,119900,115050,17.78K,0.0046,20150430
2015/4/29,116820,117140,117720,115110,10.63K,-0.0078,20150429
2015/4/28,117740,117970,118550,116500,31.98K,0.0104,20150428
2015/4/27,116530,114400,117960,114400,16.99K,0.0273,20150427
2015/4/24,113430,113350,113950,112750,2.09K,0,20150424
2015/4/23,113430,113400,113760,112960,3.31K,0.005,20150423
2015/4/22,112870,112190,113430,112190,5.87K,0.0126,20150422
2015/4/21,111470,111840,111880,111100,3.43K,-0.0034,20150421
2015/4/20,111850,112000,112960,111120,10.52K,0.0067,20150420
2015/4/17,111110,113010,113010,109300,11.32K,-0.0148,20150417
2015/4/16,112780,113200,113700,111010,3.87K,-0.0066,20150416
2015/4/15,113530,112400,114140,112320,4.13K,-0.0013,20150415
2015/4/14,113680,115550,115650,112300,5.59K,-0.0179,20150414
2015/4/13,115750,115960,116290,115270,1.63K,-0.0009,20150413
2015/4/10,115860,116500,116980,115320,2.42K,-0.0113,20150410
2015/4/9,117190,117570,117980,116500,0.82K,-0.0085,20150409
2015/4/8,118200,118710,118890,117150,0.85K,-0.0036,20150408
2015/4/7,118630,118890,119090,118270,0.85K,-0.0027,20150407
2015/4/3,118950,118810,119470,118560,1.39K,0.0035,20150403
2015/4/2,118540,117970,119080,117970,2.72K,0.0022,20150402
2015/4/1,118280,118020,118880,117070,4.37K,0.0042,20150401
2015/3/31,117790,117650,119800,115960,4.52K,0.0006,20150331
2015/3/30,117720,119270,119530,115600,2.47K,-0.0127,20150330
