日期2,收盘,开盘,高,低,交易量,涨跌幅,日期
2019/6/28,145630,145630,145630,145630,,0,20190628
2019/6/27,145630,145630,145630,145630,,0,20190627
2019/6/26,145630,145630,145630,145630,,0,20190626
2019/6/25,145630,145630,145630,145630,,0,20190625
2019/6/24,145630,145630,145630,145630,,0,20190624
2019/6/21,145630,145630,145630,145630,,0,20190621
2019/6/20,145630,145630,145630,145630,,0,20190620
2019/6/19,145630,145630,145630,145630,,0,20190619
2019/6/18,145630,145630,145630,145630,,0.0148,20190618
2019/6/17,143500,143500,143500,143500,,0,20190617
2019/6/14,143500,143500,143500,143500,,0,20190614
2019/6/13,143500,143500,143500,143500,,0,20190613
2019/6/12,143500,143500,143500,143500,,0.0111,20190612
2019/6/11,141930,141930,141930,141930,,0,20190611
2019/6/10,141930,141930,141930,141930,,0,20190610
2019/6/6,141930,141930,141930,141930,,0,20190606
2019/6/5,141930,141930,141930,141930,,0,20190605
2019/6/4,141930,141930,141930,141930,,0,20190604
2019/6/3,141930,141930,141930,141930,,0,20190603
2019/5/31,141930,139870,144000,139870,0.00K,-0.0245,20190531
2019/5/30,145500,145500,145500,145500,,0,20190530
2019/5/29,145500,145500,145500,145500,,0,20190529
2019/5/28,145500,145500,145500,145500,0.00K,0.0348,20190528
2019/5/27,140610,140610,140610,140610,,0,20190527
2019/5/24,140610,140610,140610,140610,0.00K,-0.0323,20190524
2019/5/23,145310,145310,145310,145310,,0,20190523
2019/5/22,145310,145310,145310,145310,,0,20190522
2019/5/21,145310,145310,145310,145310,,-0.0033,20190521
2019/5/20,145790,145790,145790,145790,,0,20190520
2019/5/17,145790,145790,145790,145790,,0,20190517
2019/5/16,145790,145790,145790,145790,,0.0099,20190516
2019/5/15,144360,144890,145200,143800,0.06K,0.0015,20190515
2019/5/14,144150,144210,144890,143860,0.43K,-0.0046,20190514
2019/5/13,144820,144820,144920,144360,0.31K,0.0018,20190513
2019/5/10,144560,144500,145300,144250,0.36K,-0.0032,20190510
2019/5/9,145030,145240,145730,144510,0.48K,-0.0051,20190509
2019/5/8,145770,145820,146150,145410,0.18K,-0.0018,20190508
2019/5/7,146030,146000,146570,145780,0.39K,0.0047,20190507
2019/5/6,145350,145130,145500,145130,0.07K,-0.0076,20190506
2019/4/30,146460,146320,146700,146000,1.18K,0.0025,20190430
2019/4/29,146100,145350,146500,145190,1.03K,0.0072,20190429
2019/4/26,145060,145200,145290,144800,0.50K,-0.0033,20190426
2019/4/25,145540,145860,146020,145250,0.51K,-0.0019,20190425
2019/4/24,145820,145900,146260,145450,0.83K,-0.0016,20190424
2019/4/23,146050,146320,146450,145830,1.00K,-0.0008,20190423
2019/4/22,146170,147000,147180,145890,1.53K,-0.0003,20190422
2019/4/19,146220,146430,146600,145930,1.69K,-0.0031,20190419
2019/4/18,146670,146860,146920,146440,2.00K,-0.0023,20190418
2019/4/17,147010,147170,147580,146720,2.42K,-0.0005,20190417
2019/4/16,147090,147630,147680,146740,3.24K,-0.0053,20190416
2019/4/15,147880,147880,147880,147880,,0,20190415
2019/4/12,147880,147880,147880,147880,,0,20190412
2019/4/11,147880,147880,147880,147880,,0,20190411
2019/4/10,147880,147880,147880,147880,,0,20190410
2019/4/9,147880,147880,147880,147880,,0,20190409
2019/4/8,147880,147880,147880,147880,,0,20190408
2019/4/4,147880,147880,147880,147880,,0,20190404
2019/4/3,147880,147880,147880,147880,,0,20190403
2019/4/2,147880,147880,147880,147880,,0,20190402
2019/4/1,147880,147880,147880,147880,,0,20190401
2019/3/29,147880,147880,147880,147880,,0,20190329
2019/3/28,147880,147890,147890,147880,0.00K,-0.0048,20190328
2019/3/27,148590,148590,148590,148590,,0,20190327
2019/3/26,148590,148590,148590,148590,,0,20190326
2019/3/25,148590,148590,148590,148590,,0,20190325
2019/3/22,148590,148590,148590,148590,,0,20190322
2019/3/21,148590,148590,148590,148590,,0,20190321
2019/3/20,148590,148590,148590,148590,,0,20190320
2019/3/19,148590,148590,148590,148590,,0,20190319
2019/3/18,148590,148590,148590,148590,,-0.0095,20190318
2019/3/15,150010,150010,150010,150010,,0,20190315
2019/3/14,150010,150010,150010,150010,,0,20190314
2019/3/13,150010,150010,150010,150010,,0,20190313
2019/3/12,150010,150010,150010,150010,,0,20190312
2019/3/11,150010,150010,150010,150010,,0,20190311
2019/3/8,150010,150010,150010,150010,,0,20190308
2019/3/7,150010,150010,150010,150010,,0,20190307
2019/3/6,150010,150010,150010,150010,,0,20190306
2019/3/5,150010,150010,150010,150010,,0,20190305
2019/3/4,150010,150010,150010,150010,,0,20190304
2019/3/1,150010,150010,150010,150010,,0,20190301
2019/2/28,150010,150010,150010,150010,,0,20190228
2019/2/27,150010,150010,150010,150010,,0,20190227
2019/2/26,150010,150010,150010,150010,,0,20190226
2019/2/25,150010,150010,150010,150010,,0,20190225
2019/2/22,150010,150010,150010,150010,0.00K,0.0125,20190222
2019/2/21,148160,148160,148160,148160,,0,20190221
2019/2/20,148160,148160,148160,148160,,0,20190220
2019/2/19,148160,148160,148160,148160,,0,20190219
2019/2/18,148160,148160,148160,148160,,0.0117,20190218
2019/2/15,146440,146440,146440,146440,,0,20190215
2019/2/14,146440,146440,146440,146440,,0,20190214
2019/2/13,146440,146440,146440,146440,,0,20190213
2019/2/12,146440,146440,146440,146440,,0,20190212
2019/2/11,146440,146440,146440,146440,,0,20190211
2019/2/1,146440,146440,146440,146440,,0,20190201
2019/1/31,146440,146440,146440,146440,0.00K,0.003,20190131
2019/1/30,146000,146000,146000,146000,,0.0034,20190130
2019/1/29,145500,145500,145500,145500,,0,20190129
2019/1/28,145500,145500,145500,145500,,0,20190128
2019/1/25,145500,145500,145500,145500,0.00K,-0.0068,20190125
2019/1/24,146500,146500,146500,146500,,0,20190124
2019/1/23,146500,146500,146500,146500,,0,20190123
2019/1/22,146500,146500,146500,146500,,0.0046,20190122
2019/1/21,145830,145830,145830,145830,,0,20190121
2019/1/18,145830,145830,145830,145830,,0,20190118
2019/1/17,145830,145830,145830,145830,,0,20190117
2019/1/16,145830,145830,145830,145830,,-0.005,20190116
2019/1/15,146570,149800,149800,146000,0.15K,0.0038,20190115
2019/1/14,146010,146000,151980,145100,0.48K,0.0086,20190114
2019/1/11,144760,144800,145500,144340,0.12K,0.0006,20190111
2019/1/10,144680,144850,144900,144000,0.37K,0.0017,20190110
2019/1/9,144440,145420,145420,143340,2.13K,0.0065,20190109
2019/1/8,143510,143320,143750,143260,0.86K,0.0046,20190108
2019/1/7,142850,142570,143500,142070,1.25K,0.0014,20190107
2019/1/4,142650,142360,143230,141900,0.86K,0.0039,20190104
2019/1/3,142100,141700,142500,141700,0.94K,0.0013,20190103
2019/1/2,141910,141420,142400,141420,0.76K,-0.0018,20190102
2018/12/28,142170,143160,143300,139500,1.51K,-0.0081,20181228
2018/12/27,143330,143240,144200,142870,0.65K,0.0006,20181227
2018/12/26,143240,143820,143820,142800,1.68K,-0.0068,20181226
2018/12/25,144220,145160,145160,143800,2.37K,-0.0071,20181225
2018/12/24,145250,145020,145500,144690,1.37K,0.0019,20181224
2018/12/21,144970,144500,145340,144390,2.04K,0.0013,20181221
2018/12/20,144780,144710,145170,144300,1.53K,0.0024,20181220
2018/12/19,144430,144700,145000,143810,2.25K,-0.0034,20181219
2018/12/18,144920,145060,145500,144490,1.84K,0.0036,20181218
2018/12/17,144400,144400,144400,144400,,0,20181217
2018/12/14,144400,144400,144400,144400,,0,20181214
2018/12/13,144400,144400,144400,144400,,0,20181213
2018/12/12,144400,144400,144400,144400,0.05K,-0.0031,20181212
2018/12/11,144850,144850,144850,144850,,0,20181211
2018/12/10,144850,144850,144850,144850,,0,20181210
2018/12/7,144850,144850,144850,144850,,0,20181207
2018/12/6,144850,144850,144850,144850,,0,20181206
2018/12/5,144850,144850,144850,144850,,0,20181205
2018/12/4,144850,144850,144850,144850,0.05K,-0.009,20181204
2018/12/3,146170,146170,146170,146170,,0,20181203
2018/11/30,146170,146170,146170,146170,,0,20181130
2018/11/29,146170,146170,146170,146170,,0,20181129
2018/11/28,146170,146170,146170,146170,,0,20181128
2018/11/27,146170,146170,146170,146170,,0,20181127
2018/11/26,146170,146170,146170,146170,,0,20181126
2018/11/23,146170,144840,147500,144840,0.00K,-0.0119,20181123
2018/11/22,147930,146500,149360,146500,0.00K,-0.0143,20181122
2018/11/21,150070,148040,151230,148040,0.01K,-0.0153,20181121
2018/11/20,152400,152400,152400,152400,,0,20181120
2018/11/19,152400,152400,152400,152400,,0,20181119
2018/11/16,152400,152400,152400,152400,,0.051,20181116
2018/11/15,145000,145000,145000,145000,,0,20181115
2018/11/14,145000,145000,145000,145000,,0,20181114
2018/11/13,145000,145000,145000,145000,,0,20181113
2018/11/12,145000,145000,145000,145000,,0,20181112
2018/11/9,145000,145000,145000,145000,,0,20181109
2018/11/8,145000,145000,145000,145000,,0,20181108
2018/11/7,145000,145000,145000,145000,,0,20181107
2018/11/6,145000,145000,145000,145000,,0,20181106
2018/11/5,145000,145000,145000,145000,,0,20181105
2018/11/2,145000,145000,145000,145000,,0,20181102
2018/11/1,145000,145000,145000,145000,0.00K,-0.0023,20181101
2018/10/31,145330,146000,146000,144000,0.01K,0.0037,20181031
2018/10/30,144800,144800,144800,144800,,0,20181030
2018/10/29,144800,144800,144800,144800,,0,20181029
2018/10/26,144800,144800,144800,144800,,0,20181026
2018/10/25,144800,144800,144800,144800,,0,20181025
2018/10/24,144800,144800,144800,144800,,0,20181024
2018/10/23,144800,144800,144800,144800,,0,20181023
2018/10/22,144800,144800,144800,144800,,0,20181022
2018/10/19,144800,144750,144850,144750,0.00K,-0.0105,20181019
2018/10/18,146330,146330,146330,146330,,0,20181018
2018/10/17,146330,146330,146330,146330,,0,20181017
2018/10/16,146330,146150,146810,145950,0.01K,0.0226,20181016
2018/10/15,143100,143100,143100,143100,0.05K,-0.0165,20181015
2018/10/12,145500,145500,145500,145500,,0,20181012
2018/10/11,145500,145500,145500,145500,0.00K,-0.0311,20181011
2018/10/10,150170,150170,150170,150170,,0,20181010
2018/10/9,150170,150170,150170,150170,0.00K,0.0158,20181009
2018/10/8,147830,147830,147830,147830,,0,20181008
2018/9/28,147830,147830,147830,147830,,0,20180928
2018/9/27,147830,147830,147830,147830,0.00K,0.0408,20180927
2018/9/26,142040,142480,142480,141830,0.01K,-0.0314,20180926
2018/9/25,146650,146650,146650,146650,0.00K,-0.0178,20180925
2018/9/21,149310,151660,151670,146650,0.01K,0.0333,20180921
2018/9/20,144500,144500,144500,144500,0.00K,0.0028,20180920
2018/9/19,144090,144090,144090,144090,,0,20180919
2018/9/18,144090,143720,144470,143720,0.00K,0.0127,20180918
2018/9/17,142280,142200,148000,142200,0.36K,0.0032,20180917
2018/9/14,141830,142000,142200,141500,0.10K,-0.0028,20180914
2018/9/13,142230,142600,142600,141810,0.56K,-0.0003,20180913
2018/9/12,142270,142530,142800,141800,0.12K,-0.0061,20180912
2018/9/11,143140,143230,143500,142530,0.22K,0.004,20180911
2018/9/10,142570,141620,143100,141620,0.67K,0.0028,20180910
2018/9/7,142170,142230,142670,141200,1.01K,-0.0004,20180907
2018/9/6,142220,143080,143090,141400,0.56K,-0.0013,20180906
2018/9/5,142410,141870,143220,141300,0.57K,0.0011,20180905
2018/9/4,142250,143490,143490,141500,1.15K,-0.0088,20180904
2018/9/3,143520,144050,144300,143190,0.37K,-0.0059,20180903
2018/8/31,144370,143640,145130,143530,0.98K,0.0044,20180831
2018/8/30,143740,143690,144390,143140,1.26K,-0.0017,20180830
2018/8/29,143990,144410,144680,143320,1.02K,-0.0007,20180829
2018/8/28,144090,143850,144480,143590,1.81K,0.0021,20180828
2018/8/27,143790,143810,144370,143100,2.77K,0.0041,20180827
2018/8/24,143200,142990,143950,142400,2.85K,-0.0015,20180824
2018/8/23,143410,143610,144320,142690,3.24K,-0.0003,20180823
2018/8/22,143460,143240,144170,142620,6.39K,0.0097,20180822
2018/8/21,142080,143660,143660,140690,14.75K,-0.0082,20180821
2018/8/20,143250,142530,143900,142530,9.32K,0.0012,20180820
2018/8/17,143080,142880,143840,142370,12.09K,0.0057,20180817
2018/8/16,142270,143280,143600,141000,18.49K,-0.0296,20180816
2018/8/15,146610,146610,146610,146610,,0,20180815
2018/8/14,146610,146610,146610,146610,,0,20180814
2018/8/13,146610,146610,146610,146610,,0,20180813
2018/8/10,146610,146610,146610,146610,,0,20180810
2018/8/9,146610,146610,146610,146610,,0,20180809
2018/8/8,146610,146610,146610,146610,,0,20180808
2018/8/7,146610,146610,146610,146610,,0,20180807
2018/8/6,146610,146610,146610,146610,,0,20180806
2018/8/3,146610,146610,146610,146610,,0,20180803
2018/8/2,146610,146610,146610,146610,,0,20180802
2018/8/1,146610,146610,146610,146610,,0,20180801
2018/7/31,146610,146610,146610,146610,,0,20180731
2018/7/30,146610,146610,146610,146610,,0,20180730
2018/7/27,146610,146610,146610,146610,,0,20180727
2018/7/26,146610,146610,146610,146610,,0,20180726
2018/7/25,146610,146610,146610,146610,,0,20180725
2018/7/24,146610,146610,146610,146610,,0,20180724
2018/7/23,146610,146610,146610,146610,0.00K,0.0138,20180723
2018/7/20,144610,144610,144610,144610,,0,20180720
2018/7/19,144610,144610,144610,144610,0.00K,0.0011,20180719
2018/7/18,144450,144450,144450,144450,,0,20180718
2018/7/17,144450,144450,144450,144450,0.00K,0.0107,20180717
2018/7/16,142920,142920,142920,142920,,0,20180716
2018/7/13,142920,140000,140000,140000,0.02K,0,20180713
2018/7/12,142920,142920,142920,142920,,0,20180712
2018/7/11,142920,145500,145500,140000,0.09K,0.0261,20180711
2018/7/10,139280,139280,139280,139280,,0,20180710
2018/7/9,139280,139280,139280,139280,,0,20180709
2018/7/6,139280,137430,141190,137430,0.08K,-0.0197,20180706
2018/7/5,142080,142080,142080,142080,0.00K,-0.0071,20180705
2018/7/4,143100,143100,143100,143100,,0,20180704
2018/7/3,143100,143100,143100,143100,,0,20180703
2018/7/2,143100,143100,143100,143100,,0.0007,20180702
2018/6/29,143000,143000,143000,143000,0.00K,-0.0007,20180629
2018/6/28,143100,143100,143100,143100,,0,20180628
2018/6/27,143100,143100,143100,143100,,0,20180627
2018/6/26,143100,143100,143100,143100,0.01K,-0.0022,20180626
2018/6/25,143410,143300,144310,143000,0.01K,-0.0013,20180625
2018/6/22,143590,143590,143590,143590,,0,20180622
2018/6/21,143590,143590,143590,143590,,0,20180621
2018/6/20,143590,143960,143960,143010,0.01K,0.0057,20180620
2018/6/19,142770,142770,142770,142770,0.01K,-0.0621,20180619
2018/6/15,152220,152220,152220,152220,,0,20180615
2018/6/14,152220,152220,152220,152220,,0,20180614
2018/6/13,152220,152220,152220,152220,,0,20180613
2018/6/12,152220,152220,152220,152220,,0,20180612
2018/6/11,152220,152220,152220,152220,,0,20180611
2018/6/8,152220,152220,152220,152220,,0,20180608
2018/6/7,152220,152220,152220,152220,,0,20180607
2018/6/6,152220,152220,152220,152220,,0,20180606
2018/6/5,152220,152220,152220,152220,,0,20180605
2018/6/4,152220,152220,152220,152220,0.00K,-0.0052,20180604
2018/6/1,153020,153020,153020,153020,,0,20180601
2018/5/31,153020,153020,153020,153020,,0,20180531
2018/5/30,153020,153020,153020,153020,0.01K,0.0499,20180530
2018/5/29,145750,145750,145750,145750,0.01K,0.0041,20180529
2018/5/28,145160,145160,145160,145160,,0,20180528
2018/5/25,145160,145160,145160,145160,,0,20180525
2018/5/24,145160,145160,145160,145160,,0,20180524
2018/5/23,145160,145160,145160,145160,0.00K,0,20180523
2018/5/22,145160,145160,145160,145160,,0,20180522
2018/5/21,145160,145480,145480,144500,0.04K,0.0254,20180521
2018/5/18,141570,140460,141850,140460,0.01K,-0.0047,20180518
2018/5/17,142240,141600,145200,141600,0.04K,0.0013,20180517
2018/5/16,142050,142050,142050,142050,,-0.0095,20180516
2018/5/15,143410,143060,144380,143050,0.18K,-0.0005,20180515
2018/5/14,143480,143700,143700,143320,0.14K,0.0029,20180514
2018/5/11,143060,142950,143300,142700,0.44K,-0.0015,20180511
2018/5/10,143270,143000,143880,143000,0.33K,0,20180510
2018/5/9,143270,143500,144030,143000,0.11K,-0.0047,20180509
2018/5/8,143950,144250,144290,143670,0.12K,-0.0059,20180508
2018/5/7,144800,144990,144990,144590,0.32K,-0.0053,20180507
2018/5/4,145570,145200,145850,145140,0.40K,0.0062,20180504
2018/5/3,144670,144760,144910,144400,0.56K,0.0008,20180503
2018/5/2,144550,144740,144840,144200,0.36K,-0.0035,20180502
2018/4/27,145060,144710,145700,144310,3.49K,0.0045,20180427
2018/4/26,144410,144360,144980,143970,2.60K,0.0024,20180426
2018/4/25,144070,143830,144410,143700,2.08K,-0.0016,20180425
2018/4/24,144300,144600,145180,143730,3.83K,-0.0112,20180424
2018/4/23,145930,146280,146760,145500,3.83K,0.0009,20180423
2018/4/20,145800,145740,146330,145050,7.54K,-0.0008,20180420
2018/4/19,145910,145900,147560,144930,11.94K,0.0053,20180419
2018/4/18,145140,144700,145870,144540,11.44K,0.0048,20180418
2018/4/17,144450,144080,145090,143550,13.19K,0.0272,20180417
2018/4/16,140630,140630,140630,140630,0.00K,0,20180416
2018/4/13,140630,140630,140630,140630,,0,20180413
2018/4/12,140630,140630,140630,140630,,0,20180412
2018/4/11,140630,140630,140630,140630,,0,20180411
2018/4/10,140630,140630,140630,140630,,0,20180410
2018/4/9,140630,140630,140630,140630,,0,20180409
2018/4/4,140630,140630,140630,140630,,0,20180404
2018/4/3,140630,140630,140630,140630,,0,20180403
2018/4/2,140630,140630,140630,140630,,0,20180402
2018/3/30,140630,140630,140630,140630,,0,20180330
2018/3/29,140630,140630,140630,140630,0.00K,0,20180329
2018/3/28,140630,140630,140630,140630,,0,20180328
2018/3/27,140630,140060,141200,140060,0.00K,0.0159,20180327
2018/3/26,138430,138430,138430,138430,0.00K,-0.0264,20180326
2018/3/23,142180,140000,145300,140000,0.01K,0.0015,20180323
2018/3/22,141960,142660,142660,141270,0.00K,-0.0171,20180322
2018/3/21,144430,144430,144430,144430,,0,20180321
2018/3/20,144430,144430,144430,144430,,0,20180320
2018/3/19,144430,145680,145680,143190,0.00K,-0.0195,20180319
2018/3/16,147300,147300,147300,147300,0.00K,0.0055,20180316
2018/3/15,146490,146490,146490,146490,,0,20180315
2018/3/14,146490,146490,146490,146490,,0,20180314
2018/3/13,146490,146490,146490,146490,,0,20180313
2018/3/12,146490,146490,146490,146490,,0,20180312
2018/3/9,146490,146490,146490,146490,,0,20180309
2018/3/8,146490,146490,146490,146490,,0,20180308
2018/3/7,146490,146490,146490,146490,,0,20180307
2018/3/6,146490,146490,146490,146490,,0,20180306
2018/3/5,146490,146490,146490,146490,,0,20180305
2018/3/2,146490,146490,146490,146490,,0,20180302
2018/3/1,146490,146490,146490,146490,,0,20180301
2018/2/28,146490,146490,146490,146490,,0,20180228
2018/2/27,146490,146490,146490,146490,,0,20180227
2018/2/26,146490,146490,146490,146490,,0,20180226
2018/2/23,146490,146500,146500,146490,0.00K,-0.0214,20180223
2018/2/22,149690,149690,149690,149690,,0,20180222
2018/2/14,149690,149690,149690,149690,,0,20180214
2018/2/13,149690,149690,149690,149690,,0,20180213
2018/2/12,149690,149690,149690,149690,,0.0496,20180212
2018/2/9,142620,142620,142620,142620,,0,20180209
2018/2/8,142620,142620,142620,142620,,0,20180208
2018/2/7,142620,142620,142620,142620,,0,20180207
2018/2/6,142620,142620,142620,142620,,0,20180206
2018/2/5,142620,142620,142620,142620,,0,20180205
2018/2/2,142620,142620,142620,142620,,0,20180202
2018/2/1,142620,142620,142620,142620,,0,20180201
2018/1/31,142620,142620,142620,142620,,0,20180131
2018/1/30,142620,142620,142620,142620,,0,20180130
2018/1/29,142620,142620,142620,142620,0.00K,0,20180129
2018/1/26,142620,142620,142620,142620,,0,20180126
2018/1/25,142620,142620,142620,142620,,0,20180125
2018/1/24,142620,142620,142620,142620,,0,20180124
2018/1/23,142620,142620,142620,142620,,0,20180123
2018/1/22,142620,142620,142620,142620,,0,20180122
2018/1/19,142620,142620,142620,142620,,0,20180119
2018/1/18,142620,142620,142620,142620,,0,20180118
2018/1/17,142620,141220,143330,141220,0.01K,-0.0019,20180117
2018/1/16,142890,142890,142890,142890,,-0.003,20180116
2018/1/15,143320,143430,144500,141000,0.26K,-0.0008,20180115
2018/1/12,143430,143500,143600,143410,0.33K,-0.0012,20180112
2018/1/11,143600,143600,143600,143600,,0.0028,20180111
2018/1/10,143200,142600,143590,142600,0.35K,0.0054,20180110
2018/1/9,142430,142110,142900,142010,0.80K,-0.001,20180109
2018/1/8,142570,142700,142910,142000,0.24K,-0.0009,20180108
2018/1/5,142700,142260,143140,142260,0.14K,0.0011,20180105
2018/1/4,142540,142730,143200,141800,0.26K,0.0005,20180104
2018/1/3,142470,143850,143850,142140,1.15K,-0.0075,20180103
2018/1/2,143550,143320,144400,143010,1.33K,0.0064,20180102
2017/12/29,142640,142000,143290,141500,2.21K,0.0134,20171229
2017/12/28,140760,140410,142000,139930,2.67K,0.0015,20171228
2017/12/27,140550,140220,141480,139670,5.08K,0.0098,20171227
2017/12/26,139180,138390,141150,137840,10.53K,0.0072,20171226
2017/12/25,138180,137060,138890,137060,8.66K,0.0033,20171225
2017/12/22,137730,137990,138340,137190,6.88K,-0.0038,20171222
2017/12/21,138260,138380,139300,137640,9.30K,0.0038,20171221
2017/12/20,137730,137160,138500,136850,9.98K,0.0008,20171220
2017/12/19,137620,137570,138380,137000,10.93K,0.0101,20171219
2017/12/18,136240,135050,137850,134970,19.68K,-0.0156,20171218
2017/12/15,138400,138400,138400,138400,,0,20171215
2017/12/14,138400,138400,138400,138400,,0,20171214
2017/12/13,138400,138400,138400,138400,,0,20171213
2017/12/12,138400,138400,138400,138400,,0,20171212
2017/12/11,138400,138400,138400,138400,,0,20171211
2017/12/8,138400,138400,138400,138400,,0,20171208
2017/12/7,138400,138400,138400,138400,,0,20171207
2017/12/6,138400,138400,138400,138400,,0,20171206
2017/12/5,138400,137810,139000,137810,0.04K,-0.0086,20171205
2017/12/4,139600,139600,139600,139600,,0,20171204
2017/12/1,139600,139600,139600,139600,,0,20171201
2017/11/30,139600,139600,139600,139600,0.01K,-0.0183,20171130
2017/11/29,142200,142200,142200,142200,,0,20171129
2017/11/28,142200,142200,142200,142200,,0,20171128
2017/11/27,142200,142200,142200,142200,,0,20171127
2017/11/24,142200,142200,142200,142200,0.00K,0.0014,20171124
2017/11/23,142000,142000,142000,142000,,-0.0021,20171123
2017/11/22,142300,142300,142300,142300,0.01K,0.0049,20171122
2017/11/21,141610,141610,141610,141610,,0,20171121
2017/11/20,141610,141610,141610,141610,0.00K,-0.0044,20171120
2017/11/17,142240,142490,142490,141000,0.02K,-0.0018,20171117
2017/11/16,142490,142490,142490,142490,,0.0035,20171116
2017/11/15,142000,142000,142000,142000,,0,20171115
2017/11/14,142000,142000,142000,142000,,0,20171114
2017/11/13,142000,142000,142000,142000,,0,20171113
2017/11/10,142000,142000,142000,142000,0.00K,0,20171110
2017/11/9,142000,142000,142000,142000,,0,20171109
2017/11/8,142000,142000,142000,142000,,0,20171108
2017/11/7,142000,142000,142000,142000,0.00K,-0.0035,20171107
2017/11/6,142500,142500,142500,142500,0.01K,0.0094,20171106
2017/11/3,141170,145890,145890,136460,0.01K,0.0081,20171103
2017/11/2,140040,140110,140110,139980,0.01K,-0.0197,20171102
2017/11/1,142850,142850,142850,142850,,0,20171101
2017/10/31,142850,142850,142850,142850,0.00K,-0.0045,20171031
2017/10/30,143500,143500,143500,143500,0.01K,-0.003,20171030
2017/10/27,143930,143930,143930,143930,,0,20171027
2017/10/26,143930,143630,144000,143630,0.01K,0.001,20171026
2017/10/25,143780,143780,143780,143780,,0,20171025
2017/10/24,143780,143780,143780,143780,,0,20171024
2017/10/23,143780,143780,143780,143780,,0,20171023
2017/10/20,143780,143770,143800,143750,0.01K,-0.0033,20171020
2017/10/19,144250,144250,144250,144250,,-0.0021,20171019
2017/10/18,144550,144550,144550,144550,,-0.0054,20171018
2017/10/17,145330,145330,145330,145330,,-0.0046,20171017
2017/10/16,146000,146000,146000,146000,,0,20171016
2017/10/13,146000,146000,146000,146000,,0,20171013
2017/10/12,146000,146000,146000,146000,,0,20171012
2017/10/11,146000,146000,146000,146000,,0,20171011
2017/10/10,146000,146000,146000,146000,,0,20171010
2017/10/9,146000,146000,146000,146000,,0,20171009
2017/9/29,146000,146000,146000,146000,,0.0163,20170929
2017/9/28,143660,143660,143660,143660,,0,20170928
2017/9/27,143660,143660,143660,143660,,0,20170927
2017/9/26,143660,143000,144500,143000,0.02K,-0.0001,20170926
2017/9/25,143680,145000,145000,143500,0.03K,0.0027,20170925
2017/9/22,143300,143300,143300,143300,,0,20170922
2017/9/21,143300,143300,143300,143300,,0,20170921
2017/9/20,143300,143300,143300,143300,,0.0125,20170920
2017/9/19,141530,141530,141530,141530,,0,20170919
2017/9/18,141530,141530,141530,141530,,0.0053,20170918
2017/9/15,140790,141820,141820,139810,0.38K,-0.0088,20170915
2017/9/14,142040,141300,143000,141200,0.51K,0.0009,20170914
2017/9/13,141910,142100,142400,141620,0.32K,0.0004,20170913
2017/9/12,141850,142130,142220,141520,0.74K,0.0017,20170912
2017/9/11,141610,141600,142230,140500,0.92K,-0.0011,20170911
2017/9/8,141770,141880,142870,140920,0.40K,-0.0032,20170908
2017/9/7,142230,142700,142800,141940,0.96K,-0.0076,20170907
2017/9/6,143320,143660,143780,142600,1.65K,-0.0045,20170906
2017/9/5,143970,143840,144700,143600,1.03K,-0.0061,20170905
2017/9/4,144860,144500,145170,144370,1.65K,0.001,20170904
2017/9/1,144720,143810,145260,143810,1.05K,0.0023,20170901
2017/8/31,144390,143540,145400,142620,4.04K,0.0038,20170831
2017/8/30,143850,144520,144920,142800,7.02K,-0.0056,20170830
2017/8/29,144660,144490,145500,143620,10.82K,0.0098,20170829
2017/8/28,143250,143660,144290,142240,10.78K,-0.0036,20170828
2017/8/25,143770,144440,144440,143270,10.48K,0.0029,20170825
2017/8/24,143350,142840,143920,142540,10.40K,0.0041,20170824
2017/8/23,142770,144930,144930,141810,16.31K,-0.0129,20170823
2017/8/22,144640,144440,145250,144050,11.22K,-0.0012,20170822
2017/8/21,144820,144820,145530,144100,12.17K,0.0017,20170821
2017/8/18,144580,145340,145340,143900,10.48K,-0.0034,20170818
2017/8/17,145070,143200,146180,143200,20.35K,0.0089,20170817
2017/8/16,143790,144140,145500,143010,13.13K,-0.0083,20170816
2017/8/15,144990,144990,144990,144990,,0,20170815
2017/8/14,144990,144990,144990,144990,,0,20170814
2017/8/11,144990,144990,144990,144990,,0,20170811
2017/8/10,144990,144990,144990,144990,,0,20170810
2017/8/9,144990,144990,144990,144990,,0,20170809
2017/8/8,144990,144990,144990,144990,,0,20170808
2017/8/7,144990,144990,144990,144990,,0,20170807
2017/8/4,144990,144990,144990,144990,,0,20170804
2017/8/3,144990,144990,144990,144990,,0,20170803
2017/8/2,144990,144990,144990,144990,,0,20170802
2017/8/1,144990,144990,144990,144990,,0,20170801
2017/7/31,144990,144990,144990,144990,,0,20170731
2017/7/28,144990,144990,144990,144990,,0,20170728
2017/7/27,144990,144990,144990,144990,,0,20170727
2017/7/26,144990,144990,144990,144990,,0,20170726
2017/7/25,144990,144990,144990,144990,,0,20170725
2017/7/24,144990,144990,144990,144990,,0,20170724
2017/7/21,144990,144990,144990,144990,,0,20170721
2017/7/20,144990,144990,144990,144990,,0,20170720
2017/7/19,144990,144990,144990,144990,,0,20170719
2017/7/18,144990,144990,144990,144990,,0.0213,20170718
2017/7/17,141960,141960,141960,141960,,0,20170717
2017/7/14,141960,141960,141960,141960,,0,20170714
2017/7/13,141960,141960,141960,141960,,0,20170713
2017/7/12,141960,141960,141960,141960,,0,20170712
